Year,Cause Name,State,Age-adjusted Death Rate
2001,Stroke,Mississippi,71.5
2000,Stroke,Mississippi,74.1
1999,Stroke,Mississippi,69.2
2016,Stroke,Missouri,40.4
2015,Stroke,Missouri,40.8
2014,Stroke,Missouri,41.0
2013,Stroke,Missouri,40.6
2012,Stroke,Missouri,42.2
2011,Stroke,Missouri,43.4
2010,Stroke,Missouri,44.0
2009,Stroke,Missouri,44.9
2008,Stroke,Missouri,49.2
2007,Stroke,Missouri,49.4
2006,Stroke,Missouri,50.5
2005,Stroke,Missouri,52.9
2004,Stroke,Missouri,56.1
2003,Stroke,Missouri,57.7
2002,Stroke,Missouri,63.1
2001,Stroke,Missouri,62.0
2000,Stroke,Missouri,65.1
1999,Stroke,Missouri,65.6
2016,Stroke,Montana,32.5
2015,Stroke,Montana,33.8
2014,Stroke,Montana,36.4
2013,Stroke,Montana,37.6
2012,Stroke,Montana,33.1
2011,Stroke,Montana,37.9
2010,Stroke,Montana,41.8
2009,Stroke,Montana,39.5
2008,Stroke,Montana,40.3
2007,Stroke,Montana,39.0
2006,Stroke,Montana,41.7
2005,Stroke,Montana,48.6
2004,Stroke,Montana,46.1
2003,Stroke,Montana,56.1
2002,Stroke,Montana,63.0
2001,Stroke,Montana,58.1
2000,Stroke,Montana,60.1
1999,Stroke,Montana,62.2
2016,Stroke,Nebraska,33.2
2015,Stroke,Nebraska,33.4
2014,Stroke,Nebraska,34.7
2013,Stroke,Nebraska,36.4
2012,Stroke,Nebraska,34.8
2011,Stroke,Nebraska,36.9
2010,Stroke,Nebraska,40.5
2009,Stroke,Nebraska,40.1
2008,Stroke,Nebraska,41.0
2007,Stroke,Nebraska,43.8
2006,Stroke,Nebraska,44.7
2005,Stroke,Nebraska,48.4
2004,Stroke,Nebraska,48.5
2003,Stroke,Nebraska,54.7
2002,Stroke,Nebraska,55.2
2001,Stroke,Nebraska,57.5
2000,Stroke,Nebraska,55.8
1999,Stroke,Nebraska,60.2
2016,Stroke,Nevada,35.9
2015,Stroke,Nevada,37.0
2014,Stroke,Nevada,33.8
2013,Stroke,Nevada,33.3
2012,Stroke,Nevada,34.3
2011,Stroke,Nevada,36.0
2010,Stroke,Nevada,33.3
2009,Stroke,Nevada,36.9
2008,Stroke,Nevada,40.8
2007,Stroke,Nevada,39.8
2006,Stroke,Nevada,41.3
2005,Stroke,Nevada,48.2
2004,Stroke,Nevada,54.6
2003,Stroke,Nevada,57.8
2002,Stroke,Nevada,57.7
2001,Stroke,Nevada,55.4
2000,Stroke,Nevada,56.5
1999,Stroke,Nevada,59.4
2016,Stroke,New Hampshire,28.0
2015,Stroke,New Hampshire,26.9
2014,Stroke,New Hampshire,28.9
2013,Stroke,New Hampshire,27.6
2012,Stroke,New Hampshire,29.3
2011,Stroke,New Hampshire,32.3
2010,Stroke,New Hampshire,33.5
2009,Stroke,New Hampshire,34.1
2008,Stroke,New Hampshire,33.9
2007,Stroke,New Hampshire,34.8
2006,Stroke,New Hampshire,36.1
2005,Stroke,New Hampshire,37.7
2004,Stroke,New Hampshire,45.6
2003,Stroke,New Hampshire,43.0
2002,Stroke,New Hampshire,51.3
2001,Stroke,New Hampshire,52.9
2000,Stroke,New Hampshire,56.4
1999,Stroke,New Hampshire,57.9
2016,Stroke,New Jersey,30.4
2015,Stroke,New Jersey,31.1
2014,Stroke,New Jersey,31.4
2013,Stroke,New Jersey,32.4
2012,Stroke,New Jersey,32.7
2011,Stroke,New Jersey,32.9
2010,Stroke,New Jersey,33.4
2009,Stroke,New Jersey,32.6
2008,Stroke,New Jersey,33.1
2007,Stroke,New Jersey,36.0
2006,Stroke,New Jersey,36.3
2005,Stroke,New Jersey,38.5
2004,Stroke,New Jersey,40.8
2003,Stroke,New Jersey,43.1
2002,Stroke,New Jersey,44.3
2001,Stroke,New Jersey,44.8
2000,Stroke,New Jersey,49.0
1999,Stroke,New Jersey,47.5
2016,Stroke,New Mexico,35.5
2015,Stroke,New Mexico,32.5
2014,Stroke,New Mexico,34.7
2013,Stroke,New Mexico,30.0
2012,Stroke,New Mexico,30.3
2011,Stroke,New Mexico,33.5
2010,Stroke,New Mexico,38.4
2009,Stroke,New Mexico,35.2
2008,Stroke,New Mexico,38.3
2007,Stroke,New Mexico,41.3
2006,Stroke,New Mexico,39.3
2005,Stroke,New Mexico,40.1
2004,Stroke,New Mexico,41.1
2003,Stroke,New Mexico,44.6
2002,Stroke,New Mexico,42.2
2001,Stroke,New Mexico,50.1
2000,Stroke,New Mexico,50.6
1999,Stroke,New Mexico,52.5
2016,Stroke,New York,25.5
2015,Stroke,New York,26.0
2014,Stroke,New York,26.1
2013,Stroke,New York,26.3
2012,Stroke,New York,26.6
2011,Stroke,New York,27.6
2010,Stroke,New York,27.9
2009,Stroke,New York,27.0
2008,Stroke,New York,28.2
2007,Stroke,New York,28.8
2006,Stroke,New York,30.4
2005,Stroke,New York,31.7
2004,Stroke,New York,33.7
2003,Stroke,New York,35.7
2002,Stroke,New York,37.9
2001,Stroke,New York,38.8
2000,Stroke,New York,40.9
1999,Stroke,New York,42.2
2016,Stroke,North Carolina,43.0
2015,Stroke,North Carolina,44.7
2014,Stroke,North Carolina,43.0
2013,Stroke,North Carolina,42.4
2012,Stroke,North Carolina,42.8
2011,Stroke,North Carolina,43.2
2010,Stroke,North Carolina,44.7
2009,Stroke,North Carolina,47.2
2008,Stroke,North Carolina,50.8
2007,Stroke,North Carolina,51.1
2006,Stroke,North Carolina,53.2
2005,Stroke,North Carolina,59.0
2004,Stroke,North Carolina,61.7
2003,Stroke,North Carolina,66.4
2002,Stroke,North Carolina,68.8
2001,Stroke,North Carolina,72.1
2000,Stroke,North Carolina,78.5
1999,Stroke,North Carolina,77.9
2016,Stroke,North Dakota,32.7
2015,Stroke,North Dakota,33.4
2014,Stroke,North Dakota,35.5
2013,Stroke,North Dakota,32.4
2012,Stroke,North Dakota,37.3
2011,Stroke,North Dakota,37.2
2010,Stroke,North Dakota,42.9
2009,Stroke,North Dakota,38.2
2008,Stroke,North Dakota,37.2
2007,Stroke,North Dakota,37.9
2006,Stroke,North Dakota,49.6
2005,Stroke,North Dakota,43.0
2004,Stroke,North Dakota,55.4
2003,Stroke,North Dakota,56.7
2002,Stroke,North Dakota,55.4
2001,Stroke,North Dakota,60.8
2000,Stroke,North Dakota,55.6
1999,Stroke,North Dakota,63.0
2016,Stroke,Ohio,40.6
2015,Stroke,Ohio,40.7
2014,Stroke,Ohio,40.0
2013,Stroke,Ohio,39.9
2012,Stroke,Ohio,41.2
2011,Stroke,Ohio,41.3
2010,Stroke,Ohio,42.6
2009,Stroke,Ohio,41.8
2008,Stroke,Ohio,45.2
2007,Stroke,Ohio,45.5
2006,Stroke,Ohio,45.7
2005,Stroke,Ohio,50.2
2004,Stroke,Ohio,52.8
2003,Stroke,Ohio,56.6
2002,Stroke,Ohio,60.3
2001,Stroke,Ohio,58.1
2000,Stroke,Ohio,61.2
1999,Stroke,Ohio,62.3
2016,Stroke,Oklahoma,41.8
2015,Stroke,Oklahoma,43.0
2014,Stroke,Oklahoma,43.0
2013,Stroke,Oklahoma,44.5
2012,Stroke,Oklahoma,45.7
2011,Stroke,Oklahoma,45.8
2010,Stroke,Oklahoma,50.0
2009,Stroke,Oklahoma,50.1
2008,Stroke,Oklahoma,54.0
2007,Stroke,Oklahoma,56.2
2006,Stroke,Oklahoma,55.7
2005,Stroke,Oklahoma,60.9
2004,Stroke,Oklahoma,60.3
2003,Stroke,Oklahoma,68.9
2002,Stroke,Oklahoma,67.5
2001,Stroke,Oklahoma,66.4
2000,Stroke,Oklahoma,69.5
1999,Stroke,Oklahoma,69.6
2016,Stroke,Oregon,37.8
2015,Stroke,Oregon,37.5
2014,Stroke,Oregon,37.4
2013,Stroke,Oregon,37.3
2012,Stroke,Oregon,37.5
2011,Stroke,Oregon,41.6
2010,Stroke,Oregon,40.1
2009,Stroke,Oregon,43.5
2008,Stroke,Oregon,44.1
2007,Stroke,Oregon,43.7
2006,Stroke,Oregon,48.2
2005,Stroke,Oregon,57.2
2004,Stroke,Oregon,59.5
2003,Stroke,Oregon,66.7
2002,Stroke,Oregon,70.4
2001,Stroke,Oregon,70.2
2000,Stroke,Oregon,71.6
1999,Stroke,Oregon,78.6
2016,Stroke,Pennsylvania,37.0
2015,Stroke,Pennsylvania,38.8
2014,Stroke,Pennsylvania,36.7
2013,Stroke,Pennsylvania,37.2
2012,Stroke,Pennsylvania,37.4
2011,Stroke,Pennsylvania,39.6
2010,Stroke,Pennsylvania,39.3
2009,Stroke,Pennsylvania,40.7
2008,Stroke,Pennsylvania,41.9
2007,Stroke,Pennsylvania,43.4
2006,Stroke,Pennsylvania,44.2
2005,Stroke,Pennsylvania,48.0
2004,Stroke,Pennsylvania,49.6
2003,Stroke,Pennsylvania,52.8
2002,Stroke,Pennsylvania,55.6
2001,Stroke,Pennsylvania,56.4
2000,Stroke,Pennsylvania,59.0
1999,Stroke,Pennsylvania,57.5
2016,Stroke,Rhode Island,26.8
2015,Stroke,Rhode Island,27.1
2014,Stroke,Rhode Island,25.6
2013,Stroke,Rhode Island,27.7
2012,Stroke,Rhode Island,30.6
2011,Stroke,Rhode Island,29.4
2010,Stroke,Rhode Island,31.4
2009,Stroke,Rhode Island,31.4
2008,Stroke,Rhode Island,34.1
2007,Stroke,Rhode Island,33.4
2006,Stroke,Rhode Island,31.2
2005,Stroke,Rhode Island,39.9
2004,Stroke,Rhode Island,39.8
2003,Stroke,Rhode Island,42.9
2002,Stroke,Rhode Island,46.7
2001,Stroke,Rhode Island,48.2
2000,Stroke,Rhode Island,45.6
1999,Stroke,Rhode Island,50.4
2016,Stroke,South Carolina,45.5
2015,Stroke,South Carolina,46.7
2014,Stroke,South Carolina,44.2
2013,Stroke,South Carolina,47.6
2012,Stroke,South Carolina,45.9
2011,Stroke,South Carolina,46.3
2010,Stroke,South Carolina,47.9
2009,Stroke,South Carolina,51.3
2008,Stroke,South Carolina,52.6
2007,Stroke,South Carolina,55.8
2006,Stroke,South Carolina,53.8
2005,Stroke,South Carolina,60.2
2004,Stroke,South Carolina,66.5
2003,Stroke,South Carolina,71.2
2002,Stroke,South Carolina,74.4
2001,Stroke,South Carolina,76.2
2000,Stroke,South Carolina,81.4
1999,Stroke,South Carolina,83.4
2016,Stroke,South Dakota,35.8
2015,Stroke,South Dakota,33.2
2014,Stroke,South Dakota,38.8
2013,Stroke,South Dakota,38.0
2012,Stroke,South Dakota,37.4
2011,Stroke,South Dakota,42.3
2010,Stroke,South Dakota,39.9
2009,Stroke,South Dakota,40.2
2008,Stroke,South Dakota,39.1
2007,Stroke,South Dakota,40.2
2006,Stroke,South Dakota,44.0
2005,Stroke,South Dakota,52.7
2004,Stroke,South Dakota,48.7
2003,Stroke,South Dakota,50.4
2002,Stroke,South Dakota,54.9
2001,Stroke,South Dakota,52.9
2000,Stroke,South Dakota,61.6
1999,Stroke,South Dakota,60.0
2016,Stroke,Tennessee,46.0
2015,Stroke,Tennessee,46.0
2014,Stroke,Tennessee,45.8
2013,Stroke,Tennessee,44.4
2012,Stroke,Tennessee,44.9
2011,Stroke,Tennessee,47.5
2010,Stroke,Tennessee,48.7
2009,Stroke,Tennessee,48.7
2008,Stroke,Tennessee,53.1
2007,Stroke,Tennessee,55.9
2006,Stroke,Tennessee,56.4
2005,Stroke,Tennessee,62.7
2004,Stroke,Tennessee,64.6
2003,Stroke,Tennessee,69.2
2002,Stroke,Tennessee,71.6
2001,Stroke,Tennessee,73.1
2000,Stroke,Tennessee,78.5
1999,Stroke,Tennessee,76.3
2016,Stroke,Texas,42.0
2015,Stroke,Texas,42.7
2014,Stroke,Texas,41.6
2013,Stroke,Texas,40.2
2012,Stroke,Texas,41.8
2011,Stroke,Texas,41.9
2010,Stroke,Texas,44.4
2009,Stroke,Texas,45.2
2008,Stroke,Texas,49.2
2007,Stroke,Texas,51.5
2006,Stroke,Texas,50.4
2005,Stroke,Texas,52.4
2004,Stroke,Texas,56.9
2003,Stroke,Texas,60.8
2002,Stroke,Texas,63.6
2001,Stroke,Texas,65.0
2000,Stroke,Texas,66.5
1999,Stroke,Texas,65.9
2016,Stroke,Utah,38.8
2015,Stroke,Utah,38.4
2014,Stroke,Utah,37.9
2013,Stroke,Utah,38.2
2012,Stroke,Utah,37.8
2011,Stroke,Utah,37.8
2010,Stroke,Utah,37.1
2009,Stroke,Utah,37.6
2008,Stroke,Utah,39.7
2007,Stroke,Utah,41.3
2006,Stroke,Utah,38.2
2005,Stroke,Utah,46.9
2004,Stroke,Utah,48.6
2003,Stroke,Utah,55.2
2002,Stroke,Utah,58.1
2001,Stroke,Utah,57.2
2000,Stroke,Utah,66.0
1999,Stroke,Utah,60.2
2016,Stroke,Vermont,29.2
2015,Stroke,Vermont,36.4
2014,Stroke,Vermont,31.7
2013,Stroke,Vermont,31.7
2012,Stroke,Vermont,35.9
2011,Stroke,Vermont,29.4
2010,Stroke,Vermont,35.3
2009,Stroke,Vermont,29.7
2008,Stroke,Vermont,38.3
2007,Stroke,Vermont,38.0
2006,Stroke,Vermont,38.1
2005,Stroke,Vermont,38.2
2004,Stroke,Vermont,45.0
2003,Stroke,Vermont,46.2
2002,Stroke,Vermont,52.0
2001,Stroke,Vermont,50.9
2000,Stroke,Vermont,54.9
1999,Stroke,Vermont,55.8
2016,Stroke,Virginia,38.2
2015,Stroke,Virginia,38.0
2014,Stroke,Virginia,37.0
2013,Stroke,Virginia,38.6
2012,Stroke,Virginia,40.7
2011,Stroke,Virginia,41.7
2010,Stroke,Virginia,42.1
2009,Stroke,Virginia,42.5
2008,Stroke,Virginia,44.5
2007,Stroke,Virginia,45.7
2006,Stroke,Virginia,50.1
2005,Stroke,Virginia,53.7
2004,Stroke,Virginia,56.7
2003,Stroke,Virginia,60.6
2002,Stroke,Virginia,62.4
2001,Stroke,Virginia,66.3
2000,Stroke,Virginia,67.4
1999,Stroke,Virginia,68.7
2016,Stroke,Washington,35.8
2015,Stroke,Washington,34.2
2014,Stroke,Washington,34.3
2013,Stroke,Washington,35.5
2012,Stroke,Washington,34.3
2011,Stroke,Washington,35.8
2010,Stroke,Washington,37.0
2009,Stroke,Washington,38.6
2008,Stroke,Washington,42.3
2007,Stroke,Washington,42.1
2006,Stroke,Washington,43.6
2005,Stroke,Washington,48.1
2004,Stroke,Washington,55.1
2003,Stroke,Washington,62.4
2002,Stroke,Washington,66.6
2001,Stroke,Washington,68.1
2000,Stroke,Washington,68.7
1999,Stroke,Washington,69.9
2016,Stroke,West Virginia,41.7
2015,Stroke,West Virginia,43.8
2014,Stroke,West Virginia,45.3
2013,Stroke,West Virginia,40.7
2012,Stroke,West Virginia,47.9
2011,Stroke,West Virginia,44.8
2010,Stroke,West Virginia,47.8
2009,Stroke,West Virginia,46.7
2008,Stroke,West Virginia,48.3
2007,Stroke,West Virginia,49.7
2006,Stroke,West Virginia,48.5
2005,Stroke,West Virginia,53.2
2004,Stroke,West Virginia,54.8
2003,Stroke,West Virginia,61.2
2002,Stroke,West Virginia,59.3
2001,Stroke,West Virginia,60.1
2000,Stroke,West Virginia,61.3
1999,Stroke,West Virginia,63.1
2016,Stroke,Wisconsin,33.3
2015,Stroke,Wisconsin,35.6
2014,Stroke,Wisconsin,34.6
2013,Stroke,Wisconsin,36.0
2012,Stroke,Wisconsin,36.0
2011,Stroke,Wisconsin,37.2
2010,Stroke,Wisconsin,38.8
2009,Stroke,Wisconsin,37.7
2008,Stroke,Wisconsin,40.1
2007,Stroke,Wisconsin,42.6
2006,Stroke,Wisconsin,44.6
2005,Stroke,Wisconsin,47.4
2004,Stroke,Wisconsin,50.0
2003,Stroke,Wisconsin,53.1
2002,Stroke,Wisconsin,58.4
2001,Stroke,Wisconsin,62.4
2000,Stroke,Wisconsin,62.2
1999,Stroke,Wisconsin,67.5
2016,Stroke,Wyoming,31.7
2015,Stroke,Wyoming,31.4
2014,Stroke,Wyoming,30.2
2013,Stroke,Wyoming,35.1
2012,Stroke,Wyoming,34.9
2011,Stroke,Wyoming,37.2
2010,Stroke,Wyoming,37.2
2009,Stroke,Wyoming,42.6
2008,Stroke,Wyoming,44.4
2007,Stroke,Wyoming,40.5
2006,Stroke,Wyoming,46.5
2005,Stroke,Wyoming,45.1
2004,Stroke,Wyoming,44.2
2003,Stroke,Wyoming,53.9
2002,Stroke,Wyoming,52.8
2001,Stroke,Wyoming,56.7
2000,Stroke,Wyoming,58.3
1999,Stroke,Wyoming,60.7
2016,Suicide,Alabama,15.7
2015,Suicide,Alabama,14.9
2014,Suicide,Alabama,14.5
2013,Suicide,Alabama,14.4
2012,Suicide,Alabama,14.7
2011,Suicide,Alabama,13.2
2010,Suicide,Alabama,14.0
2009,Suicide,Alabama,13.7
2008,Suicide,Alabama,12.6
2007,Suicide,Alabama,12.4
2006,Suicide,Alabama,12.4
2005,Suicide,Alabama,11.5
2004,Suicide,Alabama,11.7
2003,Suicide,Alabama,11.4
2002,Suicide,Alabama,11.5
2001,Suicide,Alabama,11.4
2000,Suicide,Alabama,13.1
1999,Suicide,Alabama,12.5
2016,Suicide,Alaska,25.8
2015,Suicide,Alaska,26.9
2014,Suicide,Alaska,22.1
2013,Suicide,Alaska,23.2
2012,Suicide,Alaska,23.0
2011,Suicide,Alaska,20.0
2010,Suicide,Alaska,22.8
2009,Suicide,Alaska,20.0
2008,Suicide,Alaska,24.4
2007,Suicide,Alaska,22.6
2006,Suicide,Alaska,19.9
2005,Suicide,Alaska,19.9
2004,Suicide,Alaska,23.0
2003,Suicide,Alaska,20.3
2002,Suicide,Alaska,20.8
2001,Suicide,Alaska,15.9
2000,Suicide,Alaska,21.5
1999,Suicide,Alaska,16.8
2016,Suicide,Arizona,17.7
2015,Suicide,Arizona,18.2
2014,Suicide,Arizona,18.0
2013,Suicide,Arizona,17.5
2012,Suicide,Arizona,17.3
2011,Suicide,Arizona,17.8
2010,Suicide,Arizona,17.0
2009,Suicide,Arizona,16.7
2008,Suicide,Arizona,15.5
2007,Suicide,Arizona,16.5
2006,Suicide,Arizona,16.3
2005,Suicide,Arizona,16.4
2004,Suicide,Arizona,15.8
2003,Suicide,Arizona,15.5
2002,Suicide,Arizona,16.6
2001,Suicide,Arizona,14.8
2000,Suicide,Arizona,15.6
1999,Suicide,Arizona,15.5
2016,Suicide,Arkansas,18.2
2015,Suicide,Arkansas,19.1
2014,Suicide,Arkansas,17.3
2013,Suicide,Arkansas,17.3
2012,Suicide,Arkansas,16.3
2011,Suicide,Arkansas,16.0
2010,Suicide,Arkansas,15.5
2009,Suicide,Arkansas,14.5
2008,Suicide,Arkansas,15.5
2007,Suicide,Arkansas,14.2
2006,Suicide,Arkansas,13.3
2005,Suicide,Arkansas,14.3
2004,Suicide,Arkansas,13.0
2003,Suicide,Arkansas,13.6
2002,Suicide,Arkansas,14.0
2001,Suicide,Arkansas,14.3
2000,Suicide,Arkansas,13.0
1999,Suicide,Arkansas,12.6
2016,Suicide,California,10.5
2015,Suicide,California,10.3
2014,Suicide,California,10.5
2013,Suicide,California,10.2
2012,Suicide,California,10.0
2011,Suicide,California,10.4
2010,Suicide,California,10.3
2009,Suicide,California,10.2
2008,Suicide,California,10.3
2007,Suicide,California,9.9
2006,Suicide,California,9.3
2005,Suicide,California,9.1
2004,Suicide,California,9.7
2003,Suicide,California,9.9
2002,Suicide,California,9.6
2001,Suicide,California,8.5
2000,Suicide,California,9.1
1999,Suicide,California,9.6
2016,Suicide,Colorado,20.5
2015,Suicide,Colorado,19.5
2014,Suicide,Colorado,19.9
2013,Suicide,Colorado,18.6
2012,Suicide,Colorado,19.7
2011,Suicide,Colorado,17.5
2010,Suicide,Colorado,16.8
2009,Suicide,Colorado,18.7
2008,Suicide,Colorado,16.1
2007,Suicide,Colorado,16.6
2006,Suicide,Colorado,15.3
2005,Suicide,Colorado,17.2
2004,Suicide,Colorado,17.2
2003,Suicide,Colorado,16.1
2002,Suicide,Colorado,16.2
2001,Suicide,Colorado,16.5
2000,Suicide,Colorado,14.3
1999,Suicide,Colorado,13.7
2016,Suicide,Connecticut,10.1
2015,Suicide,Connecticut,9.9
2014,Suicide,Connecticut,9.8
2013,Suicide,Connecticut,8.7
2012,Suicide,Connecticut,9.9
2011,Suicide,Connecticut,9.8
2010,Suicide,Connecticut,9.4
2009,Suicide,Connecticut,8.5
2008,Suicide,Connecticut,8.5
2007,Suicide,Connecticut,7.3
2006,Suicide,Connecticut,8.0
2005,Suicide,Connecticut,8.1
2004,Suicide,Connecticut,8.2
2003,Suicide,Connecticut,7.5
2002,Suicide,Connecticut,7.3
2001,Suicide,Connecticut,8.1
2000,Suicide,Connecticut,8.8
1999,Suicide,Connecticut,7.9
2016,Suicide,Delaware,11.5
2015,Suicide,Delaware,12.6
2014,Suicide,Delaware,13.2
2013,Suicide,Delaware,12.5
2012,Suicide,Delaware,13.2
2011,Suicide,Delaware,11.0
2010,Suicide,Delaware,11.3
2009,Suicide,Delaware,11.7
2008,Suicide,Delaware,11.9
2007,Suicide,Delaware,10.6
2006,Suicide,Delaware,10.3
2005,Suicide,Delaware,9.7
2004,Suicide,Delaware,11.0
2003,Suicide,Delaware,11.4
2002,Suicide,Delaware,9.1
2001,Suicide,Delaware,13.5
2000,Suicide,Delaware,10.4
1999,Suicide,Delaware,11.0
2016,Suicide,District of Columbia,5.2
2015,Suicide,District of Columbia,4.9
2014,Suicide,District of Columbia,7.8
2013,Suicide,District of Columbia,5.7
2012,Suicide,District of Columbia,5.7
2011,Suicide,District of Columbia,5.6
2010,Suicide,District of Columbia,6.9
2009,Suicide,District of Columbia,4.4
2008,Suicide,District of Columbia,7.3
2007,Suicide,District of Columbia,6.0
2006,Suicide,District of Columbia,5.2
2005,Suicide,District of Columbia,5.4
2004,Suicide,District of Columbia,5.5
2003,Suicide,District of Columbia,6.1
2002,Suicide,District of Columbia,5.2
2001,Suicide,District of Columbia,6.5
2000,Suicide,District of Columbia,3.8
1999,Suicide,District of Columbia,5.1
2016,Suicide,Florida,14.0
2015,Suicide,Florida,14.4
2014,Suicide,Florida,13.9
2013,Suicide,Florida,13.8
2012,Suicide,Florida,14.4
2011,Suicide,Florida,13.9
2010,Suicide,Florida,13.7
2009,Suicide,Florida,14.4
2008,Suicide,Florida,13.9
2007,Suicide,Florida,13.2
2006,Suicide,Florida,12.6
2005,Suicide,Florida,12.5
2004,Suicide,Florida,13.0
2003,Suicide,Florida,12.8
2002,Suicide,Florida,13.3
2001,Suicide,Florida,13.5
2000,Suicide,Florida,12.4
1999,Suicide,Florida,12.2
2016,Suicide,Georgia,13.3
2015,Suicide,Georgia,12.7
2014,Suicide,Georgia,12.6
2013,Suicide,Georgia,12.0
2012,Suicide,Georgia,11.7
2011,Suicide,Georgia,11.7
2010,Suicide,Georgia,11.7
2009,Suicide,Georgia,11.9
2008,Suicide,Georgia,10.4
2007,Suicide,Georgia,10.9
2006,Suicide,Georgia,10.3
2005,Suicide,Georgia,10.6
2004,Suicide,Georgia,11.3
2003,Suicide,Georgia,11.6
2002,Suicide,Georgia,11.1
2001,Suicide,Georgia,11.4
2000,Suicide,Georgia,10.7
1999,Suicide,Georgia,11.2
2016,Suicide,Hawaii,12.1
2015,Suicide,Hawaii,13.5
2014,Suicide,Hawaii,13.8
2013,Suicide,Hawaii,11.8
2012,Suicide,Hawaii,13.1
2011,Suicide,Hawaii,12.8
2010,Suicide,Hawaii,15.0
2009,Suicide,Hawaii,12.5
2008,Suicide,Hawaii,9.7
2007,Suicide,Hawaii,9.5
2006,Suicide,Hawaii,9.0
2005,Suicide,Hawaii,8.2
2004,Suicide,Hawaii,8.9
2003,Suicide,Hawaii,10.2
2002,Suicide,Hawaii,9.5
2001,Suicide,Hawaii,10.9
2000,Suicide,Hawaii,11.2
1999,Suicide,Hawaii,11.1
2016,Suicide,Idaho,21.4
2015,Suicide,Idaho,22.1
2014,Suicide,Idaho,20.0
2013,Suicide,Idaho,19.2
2012,Suicide,Idaho,19.0
2011,Suicide,Idaho,18.2
2010,Suicide,Idaho,18.8
2009,Suicide,Idaho,20.3
2008,Suicide,Idaho,16.7
2007,Suicide,Idaho,15.0
2006,Suicide,Idaho,15.8
2005,Suicide,Idaho,16.5
2004,Suicide,Idaho,17.6
2003,Suicide,Idaho,16.4
2002,Suicide,Idaho,15.5
2001,Suicide,Idaho,16.3
2000,Suicide,Idaho,13.3
1999,Suicide,Idaho,14.8
2016,Suicide,Illinois,10.7
2015,Suicide,Illinois,10.3
2014,Suicide,Illinois,10.5
2013,Suicide,Illinois,9.9
2012,Suicide,Illinois,9.8
2011,Suicide,Illinois,9.3
2010,Suicide,Illinois,9.0
2009,Suicide,Illinois,9.1
2008,Suicide,Illinois,9.3
2007,Suicide,Illinois,8.6
2006,Suicide,Illinois,7.9
2005,Suicide,Illinois,8.6
2004,Suicide,Illinois,8.1
2003,Suicide,Illinois,8.0
2002,Suicide,Illinois,9.2
2001,Suicide,Illinois,9.2
2000,Suicide,Illinois,8.1
1999,Suicide,Illinois,8.3
2016,Suicide,Indiana,15.4
2015,Suicide,Indiana,14.4
2014,Suicide,Indiana,14.3
2013,Suicide,Indiana,14.3
2012,Suicide,Indiana,14.3
2011,Suicide,Indiana,13.5
2010,Suicide,Indiana,13.1
2009,Suicide,Indiana,12.8
2008,Suicide,Indiana,12.6
2007,Suicide,Indiana,12.3
2006,Suicide,Indiana,13.0
2005,Suicide,Indiana,11.9
2004,Suicide,Indiana,11.3
2003,Suicide,Indiana,11.9
2002,Suicide,Indiana,12.1
2001,Suicide,Indiana,11.7
2000,Suicide,Indiana,11.3
1999,Suicide,Indiana,10.4
2016,Suicide,Iowa,14.6
2015,Suicide,Iowa,13.9
2014,Suicide,Iowa,12.9
2013,Suicide,Iowa,14.4
2012,Suicide,Iowa,12.7
2011,Suicide,Iowa,13.9
2010,Suicide,Iowa,12.1
2009,Suicide,Iowa,11.9
2008,Suicide,Iowa,12.6
2007,Suicide,Iowa,10.7
2006,Suicide,Iowa,11.2
2005,Suicide,Iowa,11.2
2004,Suicide,Iowa,11.5
2003,Suicide,Iowa,11.9
2002,Suicide,Iowa,10.7
2001,Suicide,Iowa,10.2
2000,Suicide,Iowa,9.8
1999,Suicide,Iowa,10.3
2016,Suicide,Kansas,17.9
2015,Suicide,Kansas,16.3
2014,Suicide,Kansas,15.7
2013,Suicide,Kansas,14.7
2012,Suicide,Kansas,17.4
2011,Suicide,Kansas,13.8
2010,Suicide,Kansas,14.0
2009,Suicide,Kansas,13.6
2008,Suicide,Kansas,12.1
2007,Suicide,Kansas,13.7
2006,Suicide,Kansas,13.9
2005,Suicide,Kansas,13.3
2004,Suicide,Kansas,13.7
2003,Suicide,Kansas,12.8
2002,Suicide,Kansas,12.7
2001,Suicide,Kansas,10.9
2000,Suicide,Kansas,12.2
1999,Suicide,Kansas,11.2
2016,Suicide,Kentucky,16.8
2015,Suicide,Kentucky,17.1
2014,Suicide,Kentucky,16.0
2013,Suicide,Kentucky,15.6
2012,Suicide,Kentucky,16.2
2011,Suicide,Kentucky,15.2
2010,Suicide,Kentucky,14.2
2009,Suicide,Kentucky,13.5
2008,Suicide,Kentucky,14.0
2007,Suicide,Kentucky,15.1
2006,Suicide,Kentucky,14.6
2005,Suicide,Kentucky,13.4
2004,Suicide,Kentucky,13.3
2003,Suicide,Kentucky,13.6
2002,Suicide,Kentucky,13.0
2001,Suicide,Kentucky,12.1
2000,Suicide,Kentucky,12.8
1999,Suicide,Kentucky,11.6
2016,Suicide,Louisiana,14.2
2015,Suicide,Louisiana,15.2
2014,Suicide,Louisiana,14.3
2013,Suicide,Louisiana,12.4
2012,Suicide,Louisiana,12.4
2011,Suicide,Louisiana,12.5
2010,Suicide,Louisiana,12.3
2009,Suicide,Louisiana,10.9
